,acc,loss,time,top_k_acc,val_acc,val_loss,val_top_k_acc
0,0.09000428558389269,7.06299944020074,67232.76581859589,0.22116344623395878,0.10747195512820513,5.833276218023055,0.2614983974358974
1,0.18377816756566273,5.148731209146648,67232.76581859589,0.3954750792131148,0.13455528846153847,5.6794518311818445,0.3144230769230769
2,0.2063793530096656,5.0538362317793695,67232.76581859589,0.42816963417998827,0.14849759615384617,5.602191215906387,0.3383613782051282
3,0.21709331253787637,5.011373685140515,67232.76581859589,0.44257434785369454,0.09639423076923077,6.554439038496751,0.24525240384615385
4,0.22344206538615033,4.986837595979434,67232.76581859589,0.4515912474174613,0.15568910256410257,5.600143799415002,0.3490184294871795
5,0.22773233289544245,4.97244628747662,67232.76581859589,0.4570984958305704,0.15330528846153846,5.743671180040408,0.33980368589743587
6,0.22961361832103286,4.962366012624977,67232.76581859589,0.4608696534611193,0.1518830128205128,5.681134320528079,0.34395032051282054
7,0.2321217386825103,4.954163114485465,67232.76581859589,0.46375793398958925,0.1624599358974359,5.675904631003355,0.35767227564102566
8,0.2342520407263167,4.948343129445041,67232.76581859589,0.4663987591322705,0.15100160256410255,5.837022660328792,0.3341746794871795
9,0.23480159464316808,4.945341853981989,67232.76581859589,0.46764384222496724,0.16610576923076922,5.710060767638377,0.3605769230769231
10,0.23623714812745916,4.940977549851053,67232.76581859589,0.46872109280052315,0.15358573717948718,5.6649542906345465,0.34745592948717946
11,0.2371379794058141,4.93555663461029,67232.76581859589,0.4704384487905122,0.1660857371794872,5.6332477007156765,0.36584535256410255
12,0.2380934538293094,4.933906429818699,67232.76581859589,0.4717085116067107,0.17341746794871796,5.498388004302979,0.3736177884615385
13,0.23875853896736057,4.932476406187625,67232.76581859589,0.47217297834040073,0.18497596153846155,5.346356193835919,0.3997195512820513
14,0.23957428306258327,4.928420173160106,67232.76581859589,0.47333531609921103,0.15182291666666667,5.755980083269951,0.3447716346153846
15,0.23948529279752775,4.928306051775097,67232.76581859589,0.47344382177295824,0.16806891025641027,5.641569697551239,0.3726161858974359
16,0.23998020356916902,4.925976678212162,67232.76581859589,0.474693588563693,0.1662860576923077,5.664617531116193,0.37049278846153844
17,0.24076706485910632,4.924062814863641,67232.76581859589,0.47515337159947296,0.18776041666666668,5.354040299929105,0.40166266025641023
18,0.24080609567705957,4.922981822745733,67232.76581859589,0.47546093444464205,0.1599559294871795,5.7308076296097195,0.3563301282051282
19,0.2413759456193048,4.921365434077399,67232.76581859589,0.4754945009480818,0.1814102564102564,5.432174988282033,0.3924479166666667
20,0.3779931758520682,3.8066470842310105,67232.76581859589,0.6283274748078377,0.34717548076923077,3.8071674365263717,0.5998798076923076
21,0.4006216828683941,3.422823616137718,67232.76581859589,0.6522533662131735,0.35596955128205127,3.6485085090001426,0.6112179487179488
